source:Oryza_pangenes/oryzasativa_plus_oryza_nivara_oryza_sativa_algEnsemblCompara_chrpos_WGA75	oryza_sativa	oryza_indica	oryza_nivara	
BGIOSGA023818-PA.faa	0	1	0	
BGIOSGA024026-PA.faa	0	2	1	
Os07t0645400-01.faa	1	1	1	
Os07t0645500-00.faa	1	1	1	
ONIVA07G24110.1.faa	0	0	1	
BGIOSGA026257-PA.faa	0	1	0	
BGIOSGA026258-PA.faa	0	1	1	
Os07t0645701-00.faa	1	0	1	
Os07t0645900-00.faa	1	0	1	
ONIVA07G24140.1.faa	0	0	1	
ONIVA07G24150.1.faa	0	0	1	
BGIOSGA026258-PA.faa	0	1	1	
ONIVA07G24170.1.faa	0	0	1	
Os07t0646000-01.faa	1	0	0	
Os07t0646100-00.faa	1	1	0	
BGIOSGA023814-PA.faa	0	1	0	
Os07t0646200-00.faa	1	1	0	
Os07t0646300-02.faa	2	1	1	
ONIVA07G24200.1.faa	0	0	1	
ONIVA07G24210.3.faa	0	0	1	
BGIOSGA023809-PA.faa	0	1	1	
ONIVA07G24230.1.faa	0	0	1	
ONIVA07G24240.1.faa	0	0	1	
ONIVA07G24250.1.faa	0	0	1	
ONIVA07G24260.1.faa	0	0	1	
ONIVA07G24270.3.faa	0	0	1	
Os07t0646400-01.faa	1	0	0	
Os07t0646500-00.faa	1	0	0	
Os07t0646700-00.faa	1	1	0	
Os07t0646800-01.faa	1	1	1	
Os07t0647100-01.faa	1	1	1	
Os07t0647200-00.faa	1	1	1	
BGIOSGA023811-PA.faa	0	1	1	
Os07t0647300-01.faa	1	0	0	
Os07t0647400-00.faa	1	1	1	
Os07t0647500-01.faa	1	1	1	
BGIOSGA026265-PA.faa	0	1	0	
BGIOSGA023810-PA.faa	0	1	0	
BGIOSGA026266-PA.faa	0	1	0	
BGIOSGA026267-PA.faa	0	1	0	
BGIOSGA023809-PA.faa	0	1	1	
Os07t0647600-01.faa	1	1	1	
BGIOSGA026268-PA.faa	0	1	0	
Os07t0647800-01.faa	1	1	1	
Os07t0647900-01.faa	1	1	1	
Os07t0648000-01.faa	1	1	1	
Os07t0648233-00.faa	1	1	1	
Os07t0648266-00.faa	1	1	1	
Os07t0648300-01.faa	1	0	0	
Os07t0648400-00.faa	1	1	0	
Os07t0648566-01.faa	1	0	0	
Os07t0648700-00.faa	1	0	0	
Os07t0648900-00.faa	1	1	0	
BGIOSGA026274-PA.faa	0	1	1	
BGIOSGA026275-PA.faa	0	1	0	
Os07t0649100-00.faa	1	1	0	
Os07t0649200-01.faa	1	1	0	
BGIOSGA023800-PA.faa	0	1	0	
BGIOSGA023799-PA.faa	0	1	0	
BGIOSGA023798-PA.faa	0	1	0	
Os07t0649300-00.faa	1	1	0	
Os07t0649400-01.faa	1	0	0	
Os07t0649500-00.faa	1	1	1	
ONIVA07G24290.1.faa	0	0	1	
Os07t0649600-00.faa	1	0	0	
Os07t0649800-00.faa	1	1	1	
Os07t0650000-01.faa	1	0	0	
Os07t0650100-00.faa	1	1	1	
Os07t0650200-00.faa	1	1	1	
ONIVA07G24340.1.faa	0	0	1	
ONIVA07G24350.2.faa	0	0	1	
ONIVA07G24360.1.faa	0	0	1	
Os07t0650300-01.faa	1	0	0	
Os07t0650375-00.faa	1	1	0	
Os07t0650451-00.faa	1	0	0	
Os07t0650600-04.faa	1	1	1	
ONIVA07G24380.2.faa	0	0	1	
ONIVA07G24390.1.faa	0	0	1	
ONIVA07G24400.1.faa	0	0	1	
ONIVA07G24410.1.faa	0	0	1	
ONIVA07G24420.1.faa	0	0	1	
BGIOSGA026285-PA.faa	0	1	0	
Os07t0652900-00.faa	1	0	0	
Os07t0651400-00.faa	1	0	0	
Os07t0651600-00.faa	1	1	0	
BGIOSGA026287-PA.faa	0	1	0	
Os07t0651800-00.faa	1	0	0	
Os07t0653000-00.faa	1	1	0	
BGIOSGA026293-PA.faa	0	1	0	
BGIOSGA026294-PA.faa	0	1	0	
Os07t0653050-00.faa	1	0	0	
Os07t0653100-01.faa	1	1	0	
Os07t0653300-01.faa	1	0	0	
Os07t0653800-01.faa	1	0	1	
Os07t0653900-01.faa	1	1	0	
BGIOSGA026289-PA.faa	0	1	0	
BGIOSGA026290-PA.faa	0	1	0	
BGIOSGA023797-PA.faa	0	1	0	
BGIOSGA026291-PA.faa	0	1	0	
BGIOSGA023796-PA.faa	0	1	0	
BGIOSGA023795-PA.faa	0	1	0	
Os07t0654100-01.faa	1	0	0	
Os07t0654300-01.faa	1	0	0	
Os07t0654500-01.faa	1	0	0	
Os07t0654450-00.faa	1	0	0	
Os07t0654700-00.faa	1	0	0	
Os07t0654800-01.faa	1	0	0	
Os07t0654900-00.faa	1	0	0	
Os07t0655201-00.faa	1	1	1	
ONIVA07G24440.1.faa	0	0	1	
ONIVA07G24450.1.faa	0	0	1	
Os07t0655300-01.faa	1	1	1	
Os07t0655400-01.faa	1	1	0	
Os07t0655500-01.faa	1	1	1	
Os07t0655600-01.faa	1	2	1	
ONIVA07G24490.1.faa	0	0	1	
BGIOSGA026301-PA.faa	0	1	0	
Os07t0655800-00.faa	1	0	0	
Os07t0655900-01.faa	1	1	1	
Os07t0656000-00.faa	1	2	1	
Os07t0656050-00.faa	1	0	0	
Os07t0656100-01.faa	1	1	1	
Os07t0656200-01.faa	1	1	1	
Os07t0656300-00.faa	1	1	1	
Os07t0656400-01.faa	1	1	1	
Os07t0656500-00.faa	1	1	1	
Os07t0656600-01.faa	1	1	1	
Os07t0656700-01.faa	1	1	1	
Os07t0656800-01.faa	1	0	0	
Os07t0656900-00.faa	1	1	1	
Os07t0657100-01.faa	1	1	1	
BGIOSGA023788-PA.faa	0	1	0	
BGIOSGA026308-PA.faa	0	1	0	
BGIOSGA026309-PA.faa	0	1	0	
Os07t0657200-01.faa	1	1	1	
Os07t0657300-01.faa	1	0	0	
Os07t0657400-01.faa	1	1	1	
Os07t0657500-02.faa	1	1	1	
Os07t0657600-01.faa	1	1	1	
Os07t0657900-02.faa	1	1	1	
BGIOSGA026314-PA.faa	0	1	0	
Os07t0657950-00.faa	1	0	0	
Os07t0658000-01.faa	1	0	0	
Os07t0658100-01.faa	1	1	1	
Os07t0658200-02.faa	1	1	0	
Os07t0658300-01.faa	1	1	1	
Os07t0658400-02.faa	1	1	1	
Os07t0658550-00.faa	1	0	0	
Os07t0658600-00.faa	1	0	1	
Os07t0658700-01.faa	1	1	1	
BGIOSGA023782-PA.faa	0	1	1	
BGIOSGA023781-PA.faa	0	1	1	
ONIVA07G24730.1.faa	0	0	1	
BGIOSGA002806-PA.faa	0	1	1	
BGIOSGA023782-PA.faa	0	1	1	
BGIOSGA023781-PA.faa	0	1	1	
Os07t0659100-01.faa	1	0	0	
Os07t0659300-01.faa	1	1	1	
ONIVA07G24770.1.faa	0	0	1	
Os07t0659400-00.faa	1	1	1	
BGIOSGA023779-PA.faa	0	1	0	
Os07t0659500-01.faa	1	1	1	
Os07t0659600-00.faa	1	1	1	
Os07t0659700-01.faa	1	1	1	
Os07t0659800-01.faa	1	1	1	
Os07t0659900-01.faa	1	1	1	
Os07t0660000-00.faa	1	1	1	
BGIOSGA023775-PA.faa	0	1	1	
BGIOSGA023774-PA.faa	0	1	1	
BGIOSGA023775-PA.faa	0	1	1	
BGIOSGA026320-PA.faa	0	1	0	
BGIOSGA023774-PA.faa	0	1	1	
Os07t0660100-01.faa	1	0	0	
Os07t0660200-01.faa	1	0	0	
Os07t0660400-01.faa	1	0	0	
Os07t0660433-00.faa	1	0	0	
Os07t0660466-00.faa	1	0	0	
Os07t0660500-00.faa	1	2	1	
Os07t0660700-01.faa	1	1	1	
Os07t0661000-01.faa	1	1	1	
Os07t0661100-01.faa	1	1	1	
ONIVA07G24900.1.faa	0	0	1	
BGIOSGA023770-PA.faa	0	1	0	
Os07t0661300-01.faa	1	1	1	
Os07t0661400-01.faa	1	1	1	
BGIOSGA023767-PA.faa	0	1	1	
BGIOSGA023768-PA.faa	0	1	0	
BGIOSGA023767-PA.faa	0	1	1	
BGIOSGA023766-PA.faa	0	1	0	
Os07t0661450-00.faa	1	0	0	
Os07t0661500-00.faa	1	0	0	
Os07t0661550-00.faa	1	0	0	
Os07t0661600-01.faa	1	1	1	
Os07t0661700-01.faa	1	1	1	
Os07t0661800-01.faa	1	1	1	
Os07t0661900-01.faa	1	1	1	
ONIVA07G24980.1.faa	0	0	1	
ONIVA07G24990.1.faa	0	0	1	
ONIVA07G25000.1.faa	0	0	1	
Os07t0662200-00.faa	1	0	0	
Os07t0662500-01.faa	1	1	1	
Os07t0662550-00.faa	1	0	0	
Os07t0662600-01.faa	1	1	0	
Os07t0662700-01.faa	1	1	1	
BGIOSGA023762-PA.faa	0	1	1	
ONIVA07G25040.1.faa	0	0	1	
BGIOSGA023762-PA.faa	0	1	1	
Os07t0662800-01.faa	1	0	0	
Os07t0662900-01.faa	1	1	1	
Os07t0663000-00.faa	1	1	1	
ONIVA07G25070.1.faa	0	0	1	
BGIOSGA023760-PA.faa	0	1	0	
BGIOSGA023759-PA.faa	0	1	0	
Os07t0663200-01.faa	1	0	0	
Os07t0663300-02.faa	1	1	1	
ONIVA07G25090.1.faa	0	0	1	
Os07t0663500-00.faa	1	1	0	
Os07t0663600-01.faa	1	1	0	
Os07t0663650-00.faa	1	0	0	
Os07t0663700-01.faa	1	1	1	
Os07t0663750-00.faa	1	0	0	
Os07t0663800-01.faa	1	1	1	
Os07t0663900-00.faa	1	1	1	
Os07t0664000-00.faa	1	1	1	
BGIOSGA026335-PA.faa	0	1	0	
Os07t0664100-00.faa	1	0	0	
Os07t0664150-00.faa	1	1	0	
Os07t0664200-01.faa	1	1	1	
BGIOSGA026338-PA.faa	0	1	0	
Os07t0664400-01.faa	1	1	0	
Os07t0664500-01.faa	1	1	0	
Os07t0664600-01.faa	1	1	0	
Os07t0664900-00.faa	1	1	0	
Os07t0665000-00.faa	1	1	0	
Os07t0665100-01.faa	1	0	0	
Os07t0665200-01.faa	1	1	0	
Os07t0665250-00.faa	1	0	0	
Os07t0665300-00.faa	1	0	1	
ONIVA07G25110.1.faa	0	0	1	
Os07t0665700-01.faa	1	1	1	
Os07t0665750-00.faa	1	0	0	
Os07t0665900-01.faa	1	1	1	
Os07t0666300-01.faa	1	1	1	
Os07t0666400-00.faa	1	1	1	
Os07t0666600-01.faa	1	1	1	
Os07t0666750-00.faa	1	0	0	
Os07t0666900-01.faa	1	1	1	
Os07t0667000-01.faa	1	1	1	
Os07t0667100-00.faa	1	1	1	
Os07t0667300-01.faa	1	1	1	
Os07t0667350-00.faa	1	0	0	
Os07t0667400-01.faa	1	1	1	
BGIOSGA023749-PA.faa	0	1	1	
ONIVA07G25230.1.faa	0	0	1	
BGIOSGA023748-PA.faa	0	1	1	
BGIOSGA026350-PA.faa	0	1	1	
BGIOSGA023749-PA.faa	0	1	1	
BGIOSGA023748-PA.faa	0	1	1	
Os07t0667800-00.faa	1	1	0	
BGIOSGA026350-PA.faa	0	1	1	
Os07t0667900-00.faa	1	0	0	
Os07t0668000-00.faa	1	0	0	
Os07t0668100-01.faa	1	1	1	
Os07t0668200-01.faa	1	1	0	
Os07t0668300-01.faa	1	1	1	
ONIVA07G25280.1.faa	0	0	1	
BGIOSGA026351-PA.faa	0	1	0	
Os07t0668500-00.faa	1	0	1	
Os07t0668600-02.faa	1	1	1	
Os07t0668700-01.faa	1	1	1	
Os07t0668800-01.faa	1	1	1	
Os07t0668900-01.faa	1	1	1	
BGIOSGA026354-PA.faa	0	1	1	
BGIOSGA026354-PA.faa	0	1	1	
Os07t0669000-01.faa	1	0	0	
Os07t0669100-01.faa	1	1	1	
BGIOSGA026356-PA.faa	0	1	1	
ONIVA07G25380.1.faa	0	0	1	
Os07t0669200-00.faa	1	1	1	
BGIOSGA026356-PA.faa	0	1	1	
BGIOSGA026357-PA.faa	0	1	0	
Os07t0669250-00.faa	1	0	0	
Os07t0669401-00.faa	1	0	0	
Os07t0669500-01.faa	1	1	1	
Os07t0669600-01.faa	1	1	1	
Os07t0669650-01.faa	2	1	1	
BGIOSGA026358-PA.faa	0	1	1	
BGIOSGA026358-PA.faa	0	1	1	
Os07t0669675-00.faa	1	0	0	
Os07t0669800-01.faa	1	0	0	
Os07t0670000-01.faa	1	1	1	
Os07t0670100-00.faa	1	0	1	
Os07t0670200-01.faa	2	2	1	
BGIOSGA026362-PA.faa	0	1	1	
BGIOSGA026361-PA.faa	0	1	0	
BGIOSGA026362-PA.faa	0	1	1	
Os07t0670600-01.faa	1	1	1	
ONIVA07G25480.1.faa	0	0	1	
BGIOSGA026364-PA.faa	0	1	0	
Os07t0670800-01.faa	1	0	0	
Os07t0671000-00.faa	1	1	1	
Os07t0671100-01.faa	1	1	1	
Os07t0671200-00.faa	1	1	1	
Os07t0671301-00.faa	1	0	0	
Os07t0671400-01.faa	1	1	1	
Os07t0671500-02.faa	1	1	1	
ONIVA07G25540.1.faa	0	0	1	
Os07t0671700-01.faa	1	1	1	
Os07t0671800-01.faa	1	1	1	
ONIVA07G25570.1.faa	0	0	1	
Os07t0671901-01.faa	1	0	0	
Os07t0672175-00.faa	1	0	0	
Os07t0672300-00.faa	1	0	0	
Os07t0672500-02.faa	1	1	1	
Os07t0672566-00.faa	1	0	0	
Os07t0672600-00.faa	1	1	1	
Os07t0672700-00.faa	1	1	1	
Os07t0673000-01.faa	1	1	1	
Os07t0673100-01.faa	1	1	1	
Os07t0673200-01.faa	1	1	1	
ONIVA07G25640.1.faa	0	0	1	
Os07t0673400-01.faa	1	1	1	
BGIOSGA023731-PA.faa	0	1	0	
Os07t0673500-01.faa	1	0	1	
Os07t0673550-00.faa	1	1	1	
Os07t0673600-00.faa	1	0	0	
Os07t0673700-01.faa	1	1	1	
Os07t0673801-01.faa	1	1	1	
Os07t0673900-01.faa	1	1	1	
BGIOSGA026375-PA.faa	0	1	1	
BGIOSGA023728-PA.faa	0	1	0	
BGIOSGA026375-PA.faa	0	1	1	
Os07t0674100-01.faa	1	0	0	
Os07t0674150-00.faa	1	0	0	
Os07t0674200-01.faa	1	1	1	
Os07t0674300-01.faa	1	1	1	
Os07t0674400-01.faa	1	1	1	
BGIOSGA026379-PA.faa	0	1	1	
Os07t0674500-01.faa	1	1	0	
BGIOSGA026379-PA.faa	0	1	1	
Os07t0674700-01.faa	1	1	1	
Os07t0674800-01.faa	1	1	1	
ONIVA07G25790.1.faa	0	0	1	
Os07t0675000-02.faa	1	1	1	
Os07t0675100-01.faa	1	1	1	
Os07t0675133-00.faa	1	0	0	
Os07t0675200-01.faa	1	1	1	
BGIOSGA023724-PA.faa	0	1	1	
BGIOSGA023723-PA.faa	0	1	1	
Os07t0675400-01.faa	1	0	0	
Os07t0676200-02.faa	1	1	0	
BGIOSGA026383-PA.faa	0	1	1	
Os07t0676400-00.faa	1	0	0	
Os07t0676600-01.faa	1	1	1	
ONIVA07G25940.1.faa	0	0	1	
Os07t0676700-01.faa	1	0	0	
Os07t0676800-01.faa	1	1	0	
Os07t0676900-01.faa	1	1	0	
Os07t0677100-01.faa	1	1	1	
Os07t0677200-01.faa	1	1	0	
Os07t0677300-01.faa	1	1	0	
BGIOSGA023720-PA.faa	0	1	0	
Os07t0677350-01.faa	1	0	0	
Os07t0677400-00.faa	1	1	0	
Os07t0677500-00.faa	1	1	0	
Os07t0677600-01.faa	1	1	1	
Os07t0677900-01.faa	1	1	1	
Os07t0678300-01.faa	1	1	1	
BGIOSGA023718-PA.faa	0	1	1	
BGIOSGA023717-PA.faa	0	1	1	
BGIOSGA023716-PA.faa	0	1	0	
Os07t0678600-01.faa	1	1	1	
ONIVA07G26020.1.faa	0	0	1	
BGIOSGA023714-PA.faa	0	1	1	
ONIVA07G26040.1.faa	0	0	1	
BGIOSGA023714-PA.faa	0	1	1	
Os07t0678700-01.faa	1	0	0	
Os07t0679000-01.faa	1	1	1	
Os07t0679050-00.faa	1	0	0	
Os07t0679100-00.faa	1	1	1	
Os07t0679200-01.faa	1	1	1	
Os07t0679250-00.faa	1	0	0	
Os07t0679300-01.faa	1	1	1	
BGIOSGA023711-PA.faa	0	1	1	
BGIOSGA023710-PA.faa	0	1	1	
BGIOSGA023711-PA.faa	0	1	1	
BGIOSGA023710-PA.faa	0	1	1	
Os07t0679400-01.faa	1	0	0	
Os07t0679500-01.faa	1	0	0	
Os07t0679700-01.faa	1	1	1	
Os07t0680000-01.faa	1	1	1	
Os07t0680300-01.faa	1	1	1	
BGIOSGA026397-PA.faa	0	1	0	
Os07t0680400-01.faa	1	1	1	
BGIOSGA023705-PA.faa	0	1	1	
BGIOSGA023705-PA.faa	0	1	1	
Os07t0680500-01.faa	1	0	0	
Os07t0680600-01.faa	1	1	1	
Os07t0680700-00.faa	1	0	0	
Os07t0680800-00.faa	1	0	0	
Os07t0680900-01.faa	1	1	1	
Os07t0681000-01.faa	1	1	1	
Os07t0681100-01.faa	1	1	1	
Os07t0681200-01.faa	1	1	1	
Os07t0681250-00.faa	1	0	0	
Os07t0681300-00.faa	1	1	1	
BGIOSGA026401-PA.faa	0	1	0	
Os07t0681350-00.faa	1	0	0	
Os07t0681400-01.faa	1	0	1	
Os07t0681500-01.faa	1	1	1	
Os07t0681600-01.faa	1	1	0	
Os07t0681700-01.faa	1	1	1	
Os07t0682000-01.faa	1	1	1	
ONIVA07G26260.1.faa	0	0	1	
ONIVA07G26270.1.faa	0	0	1	
Os07t0682100-01.faa	1	0	0	
Os07t0682250-00.faa	1	0	0	
Os07t0682400-01.faa	1	1	1	
Os07t0682500-01.faa	1	0	0	
Os07t0682600-01.faa	1	0	0	
Os07t0682700-01.faa	1	1	1	
Os07t0682800-01.faa	1	1	1	
BGIOSGA026407-PA.faa	0	1	1	
BGIOSGA026407-PA.faa	0	1	1	
Os07t0682850-00.faa	1	0	0	
Os07t0683025-00.faa	1	0	0	
Os07t0683200-01.faa	1	0	0	
Os07t0683600-00.faa	1	1	1	
ONIVA07G26330.1.faa	0	0	1	
BGIOSGA026409-PA.faa	0	1	1	
BGIOSGA026409-PA.faa	0	1	1	
Os07t0683900-01.faa	1	1	1	
Os07t0684000-01.faa	1	1	1	
Os07t0684100-01.faa	1	1	1	
BGIOSGA026412-PA.faa	0	1	0	
Os07t0684400-01.faa	1	0	1	
ONIVA07G26390.1.faa	0	0	1	
ONIVA07G26400.1.faa	0	0	1	
ONIVA07G26410.1.faa	0	0	1	
Os07t0684700-01.faa	1	0	0	
Os07t0684800-01.faa	1	1	1	
Os07t0684850-01.faa	1	0	0	
Os07t0684900-01.faa	1	1	1	
Os07t0685000-02.faa	1	1	1	
Os07t0685300-01.faa	1	1	1	
Os07t0685400-01.faa	1	1	1	
Os07t0685500-01.faa	1	1	1	
ONIVA07G26480.1.faa	0	0	1	
BGIOSGA026415-PA.faa	0	1	0	
Os07t0685600-01.faa	1	0	0	
Os07t0685650-01.faa	1	0	0	
Os07t0685700-01.faa	1	1	1	
Os07t0685800-01.faa	1	1	1	
BGIOSGA026417-PA.faa	0	1	0	
Os07t0685900-01.faa	1	1	1	
Os07t0686100-01.faa	1	1	1	
Os07t0686300-01.faa	1	1	1	
ONIVA07G26540.1.faa	0	0	1	
Os07t0686400-00.faa	1	1	1	
ONIVA07G26560.1.faa	0	0	1	
Os07t0686500-01.faa	1	1	1	
Os07t0686600-01.faa	1	1	1	
BGIOSGA026422-PA.faa	0	1	1	
BGIOSGA026422-PA.faa	0	1	1	
Os07t0686700-01.faa	1	0	0	
Os07t0686800-01.faa	1	1	1	
BGIOSGA026424-PA.faa	0	1	1	
BGIOSGA026424-PA.faa	0	1	1	
Os07t0686825-00.faa	1	0	0	
Os07t0686900-01.faa	1	1	1	
Os07t0686950-01.faa	1	0	0	
Os07t0687000-01.faa	1	1	1	
ONIVA07G26640.1.faa	0	0	1	
Os07t0687100-01.faa	1	1	0	
BGIOSGA023690-PA.faa	0	1	0	
Os07t0687200-02.faa	1	0	0	
Os07t0687300-01.faa	1	1	1	
Os07t0687400-00.faa	1	1	1	
Os07t0687500-01.faa	1	1	1	
Os07t0687700-01.faa	1	1	1	
Os07t0687900-01.faa	1	1	1	
Os07t0688000-02.faa	1	1	1	
ONIVA07G26710.1.faa	0	0	1	
Os07t0688100-01.faa	1	1	1	
ONIVA07G26730.1.faa	0	0	1	
Os07t0688200-01.faa	1	1	1	
Os07t0688300-01.faa	1	1	1	
Os07t0688500-00.faa	1	2	1	
BGIOSGA023683-PA.faa	0	1	1	
BGIOSGA023683-PA.faa	0	1	1	
BGIOSGA023682-PA.faa	0	1	0	
BGIOSGA023684-PA.faa	0	1	0	
Os07t0688700-00.faa	1	0	0	
Os07t0688800-01.faa	1	1	1	
ONIVA07G26800.1.faa	0	0	1	
BGIOSGA023680-PA.faa	0	1	0	
Os07t0689150-00.faa	1	1	0	
Os07t0689300-01.faa	1	1	1	
BGIOSGA026433-PA.faa	0	1	1	
BGIOSGA026433-PA.faa	0	1	1	
Os07t0689400-01.faa	1	0	0	
Os07t0689600-01.faa	1	1	1	
ONIVA07G26840.1.faa	0	0	1	
BGIOSGA026435-PA.faa	0	1	0	
Os07t0689800-01.faa	1	1	1	
Os07t0689950-00.faa	1	1	1	
Os07t0690200-01.faa	1	1	1	
Os07t0690300-01.faa	1	1	1	
Os07t0690400-01.faa	1	1	1	
Os07t0690600-00.faa	1	1	1	
Os07t0690800-00.faa	1	0	1	
ONIVA07G26920.2.faa	0	0	1	
Os07t0690900-01.faa	1	1	1	
BGIOSGA023672-PA.faa	0	1	0	
Os07t0691100-01.faa	1	1	1	
Os07t0691200-01.faa	1	1	1	
ONIVA07G26960.1.faa	0	0	1	
Os07t0691300-01.faa	1	1	0	
Os07t0691600-01.faa	1	1	1	
Os07t0691700-01.faa	1	1	1	
Os07t0691800-01.faa	1	1	1	
ONIVA07G27000.1.faa	0	0	1	
Os07t0692001-00.faa	1	0	0	
Os07t0692200-00.faa	1	1	1	
ONIVA07G27020.1.faa	0	0	1	
Os07t0692300-01.faa	1	0	0	
Os07t0692401-00.faa	1	0	0	
Os07t0692500-01.faa	1	0	0	
Os07t0692600-01.faa	1	1	1	
Os07t0692800-00.faa	1	1	1	
Os07t0692900-01.faa	1	1	1	
Os07t0692950-00.faa	1	0	0	
Os07t0693000-01.faa	1	1	1	
Os07t0693100-01.faa	1	1	1	
Os07t0693400-00.faa	1	1	1	
Os07t0693500-01.faa	1	1	1	
Os07t0693600-01.faa	1	1	1	
BGIOSGA023667-PA.faa	0	1	1	
BGIOSGA023667-PA.faa	0	1	1	
Os07t0693700-01.faa	1	1	1	
Os07t0693800-01.faa	1	1	1	
Os07t0693900-01.faa	1	1	1	
Os07t0694000-01.faa	1	1	1	
BGIOSGA026450-PA.faa	0	1	0	
Os07t0694050-00.faa	1	0	0	
Os07t0694200-01.faa	1	0	0	
Os07t0694300-01.faa	1	1	0	
Os07t0694325-00.faa	1	0	0	
Os07t0694400-01.faa	1	1	1	
Os07t0694500-01.faa	1	1	1	
Os07t0694600-01.faa	1	1	1	
Os07t0694700-01.faa	1	1	0	
Os07t0694800-01.faa	1	1	1	
BGIOSGA026452-PA.faa	0	1	0	
Os07t0695100-01.faa	1	1	1	
Os07t0695300-01.faa	1	1	1	
Os07t0695400-01.faa	1	1	1	
Os07t0695700-00.faa	1	0	1	
Os07t0695800-01.faa	1	0	1	
Os07t0695900-01.faa	1	0	1	
ONIVA07G27270.1.faa	0	0	1	
ONIVA07G27280.1.faa	0	0	1	
ONIVA07G27290.1.faa	0	0	1	
Os07t0696000-01.faa	1	0	0	
Os07t0696100-01.faa	1	0	0	
ONIVA09G05140.1.faa	0	1	1	
BGIOSGA024930-PA.faa	0	1	0	
BGIOSGA024929-PA.faa	0	1	0	
BGIOSGA025180-PA.faa	0	1	0	
BGIOSGA024635-PA.faa	0	1	0	
BGIOSGA024590-PA.faa	0	1	1	
BGIOSGA025396-PA.faa	0	1	1	
BGIOSGA024530-PA.faa	0	1	0	
BGIOSGA024498-PA.faa	0	1	0	
BGIOSGA025491-PA.faa	0	1	1	
BGIOSGA024497-PA.faa	0	1	1	
BGIOSGA025492-PA.faa	0	1	1	
BGIOSGA025592-PA.faa	0	1	0	
BGIOSGA025607-PA.faa	0	1	1	
BGIOSGA024387-PA.faa	0	1	1	
BGIOSGA025608-PA.faa	0	1	1	
BGIOSGA025669-PA.faa	0	1	0	
BGIOSGA024336-PA.faa	0	1	0	
BGIOSGA025670-PA.faa	0	1	0	
BGIOSGA024206-PA.faa	0	1	0	
BGIOSGA024193-PA.faa	0	1	1	
BGIOSGA024073-PA.faa	0	1	0	
BGIOSGA024072-PA.faa	0	1	0	
BGIOSGA024043-PA.faa	0	1	0	
BGIOSGA024023-PA.faa	0	1	0	
BGIOSGA024022-PA.faa	0	1	1	
BGIOSGA026038-PA.faa	0	1	0	
BGIOSGA023805-PA.faa	0	1	0	
BGIOSGA026277-PA.faa	0	1	0	
BGIOSGA023804-PA.faa	0	1	0	
BGIOSGA026278-PA.faa	0	1	1	
BGIOSGA026342-PA.faa	0	1	0	
BGIOSGA023656-PA.faa	0	1	0	
ONIVA07G00800.1.faa	0	0	1	
ONIVA07G00810.1.faa	0	1	1	
ONIVA07G00820.1.faa	0	0	1	
ONIVA07G00830.1.faa	0	0	1	
ONIVA07G00890.1.faa	0	0	1	
ONIVA07G00900.1.faa	0	0	1	
ONIVA07G00910.1.faa	0	0	1	
ONIVA07G00920.1.faa	0	1	1	
ONIVA07G00930.1.faa	0	0	1	
ONIVA07G00940.1.faa	0	1	1	
ONIVA07G01570.1.faa	0	0	1	
BGIOSGA022863-PA.faa	0	1	1	
ONIVA07G01590.1.faa	0	0	1	
ONIVA07G01600.4.faa	0	0	1	
ONIVA07G01610.1.faa	0	0	1	
ONIVA07G01620.1.faa	0	0	1	
ONIVA07G01630.1.faa	0	0	1	
ONIVA07G01640.1.faa	0	0	1	
ONIVA07G01650.1.faa	0	0	1	
ONIVA07G01760.1.faa	0	0	1	
BGIOSGA035149-PA.faa	0	1	1	
BGIOSGA034125-PA.faa	0	1	1	
BGIOSGA032562-PA.faa	0	1	1	
BGIOSGA032563-PA.faa	0	1	1	
ONIVA07G01830.1.faa	0	0	1	
ONIVA07G01840.1.faa	0	0	1	
ONIVA07G01850.1.faa	0	0	1	
ONIVA07G01860.1.faa	0	0	1	
BGIOSGA032270-PA.faa	0	1	1	
ONIVA07G01880.1.faa	0	0	1	
ONIVA07G01890.1.faa	0	0	1	
BGIOSGA008350-PA.faa	0	1	1	
ONIVA07G01910.1.faa	0	0	1	
ONIVA07G01920.1.faa	0	0	1	
ONIVA07G01930.1.faa	0	0	1	
ONIVA07G01940.1.faa	0	0	1	
ONIVA07G01950.1.faa	0	0	1	
ONIVA07G01980.1.faa	0	0	1	
BGIOSGA006324-PA.faa	0	1	1	
BGIOSGA006327-PA.faa	0	1	1	
ONIVA07G05460.1.faa	0	0	1	
ONIVA07G05490.1.faa	0	0	1	
ONIVA07G05500.1.faa	0	0	1	
ONIVA07G05530.1.faa	0	0	1	
ONIVA07G05540.1.faa	0	0	1	
ONIVA07G05550.1.faa	0	0	1	
ONIVA07G05560.1.faa	0	0	1	
ONIVA07G05570.1.faa	0	0	1	
BGIOSGA037167-PA.faa	0	1	1	
BGIOSGA015383-PA.faa	0	1	1	
ONIVA07G05600.2.faa	0	0	1	
ONIVA07G05610.1.faa	0	0	1	
BGIOSGA015385-PA.faa	0	1	1	
ONIVA07G05630.1.faa	0	0	1	
ONIVA07G05640.1.faa	0	0	1	
ONIVA07G05650.1.faa	0	0	1	
ONIVA07G05680.1.faa	0	0	1	
BGIOSGA015382-PA.faa	0	1	1	
ONIVA07G05970.1.faa	0	0	1	
ONIVA07G05980.1.faa	0	0	1	
BGIOSGA024590-PA.faa	0	1	1	
