Os03t0262300-01.faa	Os03t0262300-01	BGIOSGA011065-PA	ONIVA03G12370.1	
Os03t0262400-01.faa	Os03t0262400-01	BGIOSGA011064-PA	ONIVA03G12380.1	
BGIOSGA011063-PA.faa	-	BGIOSGA011063-PA	-	
BGIOSGA012270-PA.faa	-	BGIOSGA012270-PA	-	
Os03t0262500-01.faa	Os03t0262500-01	-	-	
Os03t0262700-01.faa	Os03t0262700-01	BGIOSGA012271-PA	ONIVA03G12630.1	
BGIOSGA011062-PA.faa	-	BGIOSGA011062-PA	ONIVA03G12640.1	
BGIOSGA011062-PA.faa	-	BGIOSGA011062-PA	ONIVA03G12640.1	
Os03t0262900-02.faa	Os03t0262900-02	BGIOSGA012272-PA	ONIVA03G12650.1	
Os03t0263000-01.faa	Os03t0263000-01	BGIOSGA011061-PA	ONIVA03G12660.1	
ONIVA03G12670.1.faa	-	-	ONIVA03G12670.1	
BGIOSGA011060-PA.faa	-	BGIOSGA011060-PA	-	
Os03t0263300-01.faa	Os03t0263300-01	BGIOSGA012273-PA	ONIVA03G12680.1	
BGIOSGA012274-PA.faa	-	BGIOSGA012274-PA	ONIVA03G12690.1	
BGIOSGA012274-PA.faa	-	BGIOSGA012274-PA	ONIVA03G12690.1	
Os03t0263350-00.faa	Os03t0263350-00	-	-	
Os03t0263400-01.faa	Os03t0263400-01	-	-	
Os03t0263500-01.faa	Os03t0263500-01	BGIOSGA011059-PA	ONIVA03G12700.1	
Os03t0263600-01.faa	Os03t0263600-01	BGIOSGA011058-PA	ONIVA03G12710.1	
Os03t0263700-01.faa	Os03t0263700-01	BGIOSGA012275-PA	ONIVA03G12720.2	
Os03t0263800-01.faa	Os03t0263800-01	BGIOSGA012276-PA	ONIVA03G12730.1	
Os03t0263900-01.faa	Os03t0263900-01	BGIOSGA012277-PA	ONIVA03G12740.1	
Os03t0264000-01.faa	Os03t0264000-01	BGIOSGA011057-PA	ONIVA03G12750.2	
Os03t0264075-00.faa	Os03t0264075-00	-	-	
Os03t0264150-01.faa	Os03t0264150-01	-	-	
Os03t0264300-00.faa	Os03t0264300-00	BGIOSGA012278-PA	ONIVA03G12760.1	
Os03t0264400-01.faa	Os03t0264400-01	BGIOSGA011056-PA	ONIVA03G12770.1	
ONIVA03G12780.1.faa	-	-	ONIVA03G12780.1	
Os03t0264600-00.faa	Os03t0264600-00	BGIOSGA011055-PA	ONIVA03G12790.1	
BGIOSGA012279-PA.faa	-	BGIOSGA012279-PA	-	
Os03t0264700-01.faa	Os03t0264700-01	BGIOSGA011054-PA	ONIVA03G12800.1	
Os03t0264800-00.faa	Os03t0264800-00	BGIOSGA011053-PA	ONIVA03G12810.1	
ONIVA03G12820.1.faa	-	-	ONIVA03G12820.1	
BGIOSGA012280-PA.faa	-	BGIOSGA012280-PA	-	
Os03t0264950-00.faa	Os03t0264950-00	-	-	
Os03t0265001-01.faa	Os03t0265001-01	-	-	
Os03t0265100-01.faa	Os03t0265100-01	BGIOSGA012281-PA	ONIVA03G12830.1	
Os03t0265200-01.faa	Os03t0265200-01	BGIOSGA011052-PA	ONIVA03G12840.2	
Os03t0265300-01.faa	Os03t0265300-01	BGIOSGA012282-PA	ONIVA03G12850.1	
Os03t0265400-01.faa	Os03t0265400-01	BGIOSGA012283-PA	ONIVA03G12860.1	
Os03t0265500-01.faa	Os03t0265500-01	BGIOSGA012284-PA	ONIVA03G12870.1	
Os03t0265600-01.faa	Os03t0265600-01	BGIOSGA011051-PA	ONIVA03G12880.1	
ONIVA03G12890.1.faa	-	-	ONIVA03G12890.1	
Os03t0265666-00.faa	Os03t0265666-00	BGIOSGA012285-PA	-	
Os03t0265700-01.faa	Os03t0265700-01	BGIOSGA012286-PA	ONIVA03G12900.1	
Os03t0265800-01.faa	Os03t0265800-01	BGIOSGA012287-PA	ONIVA03G12920.1	
BGIOSGA011050-PA.faa	-	BGIOSGA011050-PA	-	
BGIOSGA012288-PA.faa	-	BGIOSGA012288-PA	-	
BGIOSGA012289-PA.faa	-	BGIOSGA012289-PA	-	
BGIOSGA012290-PA.faa	-	BGIOSGA012290-PA	-	
Os03t0265900-01.faa	Os03t0265900-01	BGIOSGA011049-PA	ONIVA03G12910.2	
Os03t0266000-01.faa	Os03t0266000-01	BGIOSGA012291-PA	ONIVA03G12930.3	
Os03t0266100-01.faa	Os03t0266100-01	BGIOSGA012292-PA	ONIVA03G12940.1	
Os03t0266200-01.faa	Os03t0266200-01	BGIOSGA011048-PA,BGIOSGA011046-PA	ONIVA03G12950.1	
Os03t0266300-01.faa	Os03t0266300-01	BGIOSGA012293-PA	ONIVA03G12960.1	
ONIVA03G12970.1.faa	-	-	ONIVA03G12970.1	
ONIVA03G12980.1.faa	-	-	ONIVA03G12980.1	
Os03t0266700-01.faa	Os03t0266700-01	BGIOSGA012294-PA	ONIVA03G12990.1	
Os03t0266800-01.faa	Os03t0266800-01	BGIOSGA012295-PA	ONIVA03G13000.1	
BGIOSGA011047-PA.faa	-	BGIOSGA011047-PA	-	
Os03t0266900-02.faa	Os03t0266900-02	-	-	
Os03t0267000-00.faa	Os03t0267000-00	BGIOSGA012296-PA	ONIVA03G13010.1	
ONIVA03G13020.1.faa	-	-	ONIVA03G13020.1	
BGIOSGA011045-PA.faa	-	BGIOSGA011045-PA	-	
BGIOSGA012297-PA.faa	-	BGIOSGA012297-PA	-	
Os03t0267100-01.faa	Os03t0267100-01	-	-	
Os03t0267200-01.faa	Os03t0267200-01	BGIOSGA011044-PA	ONIVA03G13030.1	
Os03t0267300-01.faa	Os03t0267300-01	BGIOSGA011042-PA,BGIOSGA011043-PA	ONIVA03G13040.2	
Os03t0267400-00.faa	Os03t0267400-00	BGIOSGA012298-PA	-	
Os03t0267500-01.faa	Os03t0267500-01	BGIOSGA012299-PA	ONIVA03G13050.1	
Os03t0267550-00.faa	Os03t0267550-00	-	-	
Os03t0267600-01.faa	Os03t0267600-01	BGIOSGA011041-PA	ONIVA03G13060.1	
BGIOSGA012300-PA.faa	-	BGIOSGA012300-PA	-	
BGIOSGA011040-PA.faa	-	BGIOSGA011040-PA	-	
BGIOSGA012301-PA.faa	-	BGIOSGA012301-PA	-	
BGIOSGA011039-PA.faa	-	BGIOSGA011039-PA	-	
Os03t0267700-01.faa	Os03t0267700-01	BGIOSGA012302-PA	ONIVA03G13070.1	
Os03t0267800-01.faa	Os03t0267800-01	BGIOSGA011038-PA	ONIVA03G13080.1	
Os03t0267850-00.faa	Os03t0267850-00	-	-	
Os03t0268000-01.faa	Os03t0268000-01	BGIOSGA012303-PA	ONIVA03G13090.3	
Os03t0268100-01.faa	Os03t0268100-01	BGIOSGA011037-PA	ONIVA03G13100.1	
Os03t0268200-02.faa	Os03t0268200-02	BGIOSGA011036-PA	ONIVA03G13110.2	
Os03t0268250-00.faa	Os03t0268250-00	-	-	
Os03t0268300-01.faa	Os03t0268300-01	BGIOSGA011035-PA	ONIVA03G13120.1	
Os03t0268400-01.faa	Os03t0268400-01	BGIOSGA011034-PA	ONIVA03G13130.1	
ONIVA03G13140.1.faa	-	-	ONIVA03G13140.1	
BGIOSGA011033-PA.faa	-	BGIOSGA011033-PA	ONIVA03G13150.1	
BGIOSGA011033-PA.faa	-	BGIOSGA011033-PA	ONIVA03G13150.1	
Os03t0268450-00.faa	Os03t0268450-00	-	-	
Os03t0268600-01.faa	Os03t0268600-01	BGIOSGA011032-PA	ONIVA03G13160.1	
ONIVA03G13170.1.faa	-	-	ONIVA03G13170.1	
ONIVA03G13180.1.faa	-	-	ONIVA03G13180.1	
Os03t0268750-00.faa	Os03t0268750-00	-	-	
Os03t0268900-02.faa	Os03t0268900-02	BGIOSGA011031-PA	ONIVA03G13190.1	
ONIVA03G13200.1.faa	-	-	ONIVA03G13200.1	
Os03t0269000-01.faa	Os03t0269000-01	BGIOSGA011030-PA	ONIVA03G13210.1	
Os03t0269100-02.faa	Os03t0269100-02	BGIOSGA011029-PA	ONIVA03G13760.1	
Os03t0269300-01.faa	Os03t0269300-01	BGIOSGA011028-PA	ONIVA03G13770.1	
ONIVA03G13780.1.faa	-	-	ONIVA03G13780.1	
Os03t0269500-01.faa	Os03t0269500-01	-	-	
Os03t0269601-00.faa	Os03t0269601-00	-	-	
Os03t0269700-01.faa	Os03t0269700-01	BGIOSGA012304-PA	ONIVA03G13790.1	
Os03t0269900-01.faa	Os03t0269900-01	BGIOSGA012305-PA	ONIVA03G13800.1	
Os03t0270000-01.faa	Os03t0270000-01	BGIOSGA012306-PA	ONIVA03G13810.1	
BGIOSGA011027-PA.faa	-	BGIOSGA011027-PA	-	
Os03t0270200-01.faa	Os03t0270200-01	-	ONIVA03G13820.3	
Os03t0270300-00.faa	Os03t0270300-00	BGIOSGA012307-PA	-	
BGIOSGA011026-PA.faa	-	BGIOSGA011026-PA	-	
Os03t0270500-01.faa	Os03t0270500-01	BGIOSGA011025-PA	ONIVA03G13830.1	
Os03t0270600-00.faa	Os03t0270600-00	-	-	
Os03t0270700-02.faa	Os03t0270700-02	BGIOSGA012308-PA	ONIVA03G13840.2	
Os03t0270800-00.faa	Os03t0270800-00	BGIOSGA011024-PA	ONIVA03G13850.1	
Os03t0270900-00.faa	Os03t0270900-00	-	-	
Os03t0271100-01.faa	Os03t0271100-01	BGIOSGA012312-PA	ONIVA03G13860.1	
Os03t0271200-01.faa	Os03t0271200-01	BGIOSGA012313-PA	-	
Os03t0271300-01.faa	Os03t0271300-01	BGIOSGA012314-PA	ONIVA03G13870.1	
Os03t0271350-00.faa	Os03t0271350-00	-	-	
Os03t0271400-01.faa	Os03t0271400-01	BGIOSGA011019-PA	ONIVA03G13880.1	
Os03t0271500-02.faa	Os03t0271500-02	BGIOSGA012315-PA	ONIVA03G13890.1	
Os03t0271600-01.faa	Os03t0271600-01	BGIOSGA012316-PA	ONIVA03G13900.1	
Os03t0271800-01.faa	Os03t0271800-01	-	-	
Os03t0271900-02.faa	Os03t0271900-02	BGIOSGA012317-PA	ONIVA03G13910.1	
BGIOSGA012348-PA.faa	-	BGIOSGA012348-PA	ONIVA03G13920.1	
BGIOSGA011018-PA.faa	-	BGIOSGA011018-PA	-	
BGIOSGA012318-PA.faa	-	BGIOSGA012318-PA	-	
BGIOSGA011017-PA.faa	-	BGIOSGA011017-PA	-	
BGIOSGA011016-PA.faa	-	BGIOSGA011016-PA	ONIVA11G13380.1	
Os03t0272300-02.faa	Os03t0272300-02	BGIOSGA012319-PA	ONIVA11G13390.1	
Os03t0272400-01.faa	Os03t0272400-01	BGIOSGA012320-PA	ONIVA11G13400.1	
Os03t0272900-02.faa	Os03t0272900-02	BGIOSGA011015-PA	ONIVA11G13410.1	
Os03t0273200-01.faa	Os03t0273200-01	BGIOSGA011014-PA	ONIVA11G13420.1	
Os03t0273800-01.faa	Os03t0273800-01	BGIOSGA012321-PA	ONIVA11G13430.2	
Os03t0274000-01.faa	Os03t0274000-01	BGIOSGA012322-PA	ONIVA11G13440.1	
Os03t0274300-01.faa	Os03t0274300-01	BGIOSGA012326-PA	ONIVA11G13450.1	
Os03t0274400-01.faa	Os03t0274400-01	-	-	
Os03t0274700-01.faa	Os03t0274700-01	BGIOSGA012327-PA	ONIVA11G13470.1	
BGIOSGA011013-PA.faa	-	BGIOSGA011013-PA	-	
Os03t0274800-01.faa	Os03t0274800-01	BGIOSGA011012-PA	ONIVA11G13480.1	
BGIOSGA012328-PA.faa	-	BGIOSGA012328-PA	ONIVA11G13490.1	
BGIOSGA011011-PA.faa	-	BGIOSGA011011-PA	-	
Os03t0274950-00.faa	Os03t0274950-00	-	-	
Os03t0275100-02.faa	Os03t0275100-02	-	-	
Os03t0275300-01.faa	Os03t0275300-01	BGIOSGA011010-PA	ONIVA11G13510.1	
Os03t0275400-01.faa	Os03t0275400-01	BGIOSGA012329-PA	ONIVA11G13520.1	
Os03t0275450-00.faa	Os03t0275450-00	-	-	
Os03t0275500-01.faa	Os03t0275500-01	BGIOSGA011009-PA	ONIVA11G13530.1	
BGIOSGA011008-PA.faa	-	BGIOSGA011008-PA	-	
Os03t0275700-01.faa	Os03t0275700-01	-	ONIVA11G13560.1	
Os03t0275800-01.faa	Os03t0275800-01	-	-	
Os03t0275900-01.faa	Os03t0275900-01	BGIOSGA012330-PA	ONIVA11G13570.2	
BGIOSGA012331-PA.faa	-	BGIOSGA012331-PA	-	
Os03t0275950-00.faa	Os03t0275950-00	-	-	
Os03t0276300-00.faa	Os03t0276300-00	BGIOSGA011007-PA	ONIVA11G13590.1	
BGIOSGA012332-PA.faa	-	BGIOSGA012332-PA	-	
Os03t0276500-01.faa	Os03t0276500-01	BGIOSGA012333-PA	ONIVA11G13600.1	
Os03t0276600-01.faa	Os03t0276600-01	BGIOSGA011006-PA	ONIVA11G13610.1	
Os03t0276700-01.faa	Os03t0276700-01	BGIOSGA012334-PA	ONIVA11G13620.2	
Os03t0276800-01.faa	Os03t0276800-01	BGIOSGA011005-PA	ONIVA11G13630.1	
Os03t0276850-00.faa	Os03t0276850-00	-	-	
Os03t0276900-00.faa	Os03t0276900-00	BGIOSGA011004-PA	ONIVA01G18790.1	
Os03t0277000-01.faa	Os03t0277000-01	BGIOSGA011003-PA	ONIVA01G18780.1	
BGIOSGA012335-PA.faa	-	BGIOSGA012335-PA	-	
BGIOSGA012336-PA.faa	-	BGIOSGA012336-PA	-	
Os03t0277100-01.faa	Os03t0277100-01	-	ONIVA01G18760.1	
Os03t0277300-01.faa	Os03t0277300-01	BGIOSGA011002-PA	ONIVA01G18750.1	
Os03t0277500-01.faa	Os03t0277500-01	BGIOSGA010999-PA,BGIOSGA011001-PA	ONIVA01G18740.1	
Os03t0277600-01.faa	Os03t0277600-01	BGIOSGA010998-PA,BGIOSGA011000-PA	ONIVA01G18730.1	
Os03t0277650-00.faa	Os03t0277650-00	-	-	
Os03t0277700-01.faa	Os03t0277700-01	BGIOSGA010997-PA	-	
Os03t0277800-00.faa	Os03t0277800-00	-	ONIVA01G18720.1	
Os03t0278000-01.faa	Os03t0278000-01	BGIOSGA012337-PA	ONIVA01G18710.1	
BGIOSGA010996-PA.faa	-	BGIOSGA010996-PA	-	
Os03t0278200-01.faa	Os03t0278200-01	BGIOSGA012338-PA	-	
Os03t0278250-00.faa	Os03t0278250-00	-	-	
Os03t0278333-00.faa	Os03t0278333-00	-	-	
Os03t0278300-02.faa	Os03t0278300-02	BGIOSGA010995-PA	ONIVA01G18700.1	
Os03t0278366-01.faa	Os03t0278366-01	-	-	
Os03t0278400-01.faa	Os03t0278400-01	BGIOSGA010994-PA	ONIVA01G18690.1	
Os03t0278500-01.faa	Os03t0278500-01	BGIOSGA012339-PA	ONIVA01G18680.1	
BGIOSGA012340-PA.faa	-	BGIOSGA012340-PA	ONIVA01G18670.1	
BGIOSGA012341-PA.faa	-	BGIOSGA012341-PA	-	
Os03t0278566-00.faa	Os03t0278566-00	-	-	
Os03t0278700-01.faa	Os03t0278700-01	BGIOSGA012342-PA	ONIVA01G18660.2	
Os03t0278800-00.faa	Os03t0278800-00	BGIOSGA010993-PA,BGIOSGA010992-PA	-	
Os03t0278900-01.faa	Os03t0278900-01	BGIOSGA010991-PA	ONIVA01G18650.1	
Os03t0279000-00.faa	Os03t0279000-00	BGIOSGA012343-PA	ONIVA01G18640.1	
BGIOSGA010990-PA.faa	-	BGIOSGA010990-PA	-	
Os03t0279200-01.faa	Os03t0279200-01	BGIOSGA003601-PA	ONIVA01G18620.1	
Os03t0279400-02.faa	Os03t0279400-02	BGIOSGA010989-PA	ONIVA01G18560.1	
Os03t0279500-00.faa	Os03t0279500-00	BGIOSGA010986-PA	ONIVA01G18550.2	
Os03t0279600-01.faa	Os03t0279600-01	BGIOSGA010988-PA	-	
Os03t0279700-01.faa	Os03t0279700-01	BGIOSGA010987-PA	ONIVA01G18540.1	
Os03t0279816-00.faa	Os03t0279816-00	-	-	
Os03t0279832-00.faa	Os03t0279832-00	-	-	
Os03t0279900-01.faa	Os03t0279900-01	BGIOSGA012349-PA	ONIVA03G13930.1	
Os03t0279950-01.faa	Os03t0279950-01	BGIOSGA012350-PA	-	
Os03t0280000-01.faa	Os03t0280000-01	BGIOSGA010981-PA	ONIVA03G13940.1	
ONIVA03G13950.1.faa	-	-	ONIVA03G13950.1	
Os03t0280400-01.faa	Os03t0280400-01	BGIOSGA012351-PA	ONIVA03G13960.1	
ONIVA03G13970.1.faa	-	-	ONIVA03G13970.1	
Os03t0280700-01.faa	Os03t0280700-01	BGIOSGA012352-PA	ONIVA03G13980.1	
Os03t0280750-01.faa	Os03t0280750-01	BGIOSGA012353-PA	ONIVA03G13990.1	
Os03t0280800-01.faa	Os03t0280800-01	BGIOSGA010980-PA	ONIVA03G14000.1	
ONIVA03G14010.1.faa	-	-	ONIVA03G14010.1	
Os03t0280900-00.faa	Os03t0280900-00	-	-	
Os03t0281000-01.faa	Os03t0281000-01	BGIOSGA012354-PA	ONIVA03G14020.1	
Os03t0281100-00.faa	Os03t0281100-00	BGIOSGA012355-PA	ONIVA03G14030.1	
Os03t0281201-01.faa	Os03t0281201-01	BGIOSGA010979-PA	ONIVA03G14040.1	
Os03t0281300-01.faa	Os03t0281300-01	BGIOSGA010978-PA	ONIVA03G14050.1	
BGIOSGA012356-PA.faa	-	BGIOSGA012356-PA	ONIVA03G14060.1	
ONIVA03G14070.1.faa	-	-	ONIVA03G14070.1	
Os03t0281466-01.faa	Os03t0281466-01	-	-	
Os03t0281500-01.faa	Os03t0281500-01	BGIOSGA012357-PA	ONIVA03G14080.1	
Os03t0281600-01.faa	Os03t0281600-01	BGIOSGA010977-PA,BGIOSGA010975-PA	ONIVA03G14090.1	
BGIOSGA012358-PA.faa	-	BGIOSGA012358-PA	ONIVA03G14100.1	
BGIOSGA010974-PA.faa	-	BGIOSGA010974-PA	ONIVA03G14110.1	
BGIOSGA012358-PA.faa	-	BGIOSGA012358-PA	ONIVA03G14100.1	
BGIOSGA010974-PA.faa	-	BGIOSGA010974-PA	ONIVA03G14110.1	
BGIOSGA012356-PA.faa	-	BGIOSGA012356-PA	ONIVA03G14060.1	
BGIOSGA010976-PA.faa	-	BGIOSGA010976-PA	-	
Os03t0281800-01.faa	Os03t0281800-01	-	-	
Os03t0281900-01.faa	Os03t0281900-01	BGIOSGA012359-PA	ONIVA03G14120.1	
ONIVA03G14130.1.faa	-	-	ONIVA03G14130.1	
BGIOSGA012360-PA.faa	-	BGIOSGA012360-PA	ONIVA03G14140.1	
ONIVA03G14150.1.faa	-	-	ONIVA03G14150.1	
BGIOSGA010973-PA.faa	-	BGIOSGA010973-PA	ONIVA03G14160.1	
BGIOSGA012361-PA.faa	-	BGIOSGA012361-PA	ONIVA03G14170.1	
BGIOSGA012360-PA.faa	-	BGIOSGA012360-PA	ONIVA03G14140.1	
BGIOSGA010973-PA.faa	-	BGIOSGA010973-PA	ONIVA03G14160.1	
BGIOSGA012361-PA.faa	-	BGIOSGA012361-PA	ONIVA03G14170.1	
Os03t0282100-00.faa	Os03t0282100-00	-	-	
Os03t0282166-00.faa	Os03t0282166-00	-	-	
Os03t0282232-00.faa	Os03t0282232-00	-	-	
Os03t0282300-00.faa	Os03t0282300-00	-	-	
Os03t0282700-00.faa	Os03t0282700-00	BGIOSGA012362-PA	ONIVA03G14180.1	
Os03t0282800-01.faa	Os03t0282800-01	BGIOSGA010972-PA	ONIVA03G14190.1	
Os03t0282900-01.faa	Os03t0282900-01	BGIOSGA012363-PA	ONIVA03G14200.1	
Os03t0283000-00.faa	Os03t0283000-00	BGIOSGA010971-PA,BGIOSGA010970-PA	ONIVA03G14210.1	
Os03t0283100-01.faa	Os03t0283100-01	BGIOSGA010969-PA	-	
Os03t0283200-00.faa	Os03t0283200-00	BGIOSGA010968-PA	ONIVA03G14220.1	
ONIVA03G14230.1.faa	-	-	ONIVA03G14230.1	
Os03t0283300-01.faa	Os03t0283300-01	BGIOSGA012364-PA	-	
Os03t0283400-01.faa	Os03t0283400-01	-	-	
Os03t0283500-01.faa	Os03t0283500-01	BGIOSGA010967-PA	ONIVA03G14240.1	
BGIOSGA012365-PA.faa	-	BGIOSGA012365-PA	ONIVA03G14250.1	
Os03t0283600-01.faa	Os03t0283600-01	BGIOSGA010966-PA	-	
BGIOSGA012365-PA.faa	-	BGIOSGA012365-PA	ONIVA03G14250.1	
Os03t0283650-00.faa	Os03t0283650-00	-	-	
Os03t0283750-01.faa	Os03t0283750-01	-	-	
Os03t0283800-01.faa	Os03t0283800-01	-	-	
Os03t0283850-00.faa	Os03t0283850-00	-	-	
Os03t0283900-01.faa	Os03t0283900-01	BGIOSGA010965-PA	ONIVA03G14260.1	
ONIVA03G14270.1.faa	-	-	ONIVA03G14270.1	
Os03t0284000-00.faa	Os03t0284000-00	BGIOSGA012366-PA	ONIVA03G14280.1	
Os03t0284150-00.faa	Os03t0284150-00	-	-	
Os03t0284100-04.faa	Os03t0284100-04	BGIOSGA010964-PA	ONIVA03G14290.2	
Os03t0284400-01.faa	Os03t0284400-01	BGIOSGA010963-PA	ONIVA03G14300.1	
Os03t0284500-01.faa	Os03t0284500-01	BGIOSGA010962-PA	ONIVA03G14310.1	
Os03t0284600-01.faa	Os03t0284600-01	BGIOSGA012367-PA	ONIVA03G14320.1	
Os03t0284650-00.faa	Os03t0284650-00	-	-	
Os03t0284700-01.faa	Os03t0284700-01	-	-	
Os03t0284800-01.faa	Os03t0284800-01	BGIOSGA012368-PA	ONIVA03G14330.1	
Os03t0284900-01.faa	Os03t0284900-01	BGIOSGA010961-PA	ONIVA03G14340.1	
Os03t0285100-01.faa	Os03t0285100-01	BGIOSGA012369-PA	ONIVA03G14350.1	
Os03t0285133-00.faa	Os03t0285133-00	-	-	
Os03t0285200-01.faa	Os03t0285200-01	BGIOSGA012370-PA	ONIVA03G14360.1	
Os03t0285300-01.faa	Os03t0285300-01	BGIOSGA012371-PA	ONIVA03G14370.1	
BGIOSGA010960-PA.faa	-	BGIOSGA010960-PA	-	
Os03t0285700-01.faa	Os03t0285700-01	BGIOSGA012372-PA,BGIOSGA012374-PA	ONIVA03G14380.1	
Os03t0285800-01.faa	Os03t0285800-01	BGIOSGA010959-PA	ONIVA03G14390.1	
Os03t0285900-01.faa	Os03t0285900-01	BGIOSGA010958-PA	ONIVA03G14400.1	
Os03t0286100-00.faa	Os03t0286100-00	BGIOSGA012373-PA	ONIVA03G14410.1	
Os03t0286200-01.faa	Os03t0286200-01	BGIOSGA012375-PA	ONIVA03G14420.1	
Os03t0286300-01.faa	Os03t0286300-01	BGIOSGA012376-PA	ONIVA03G14430.1	
BGIOSGA010957-PA.faa	-	BGIOSGA010957-PA	-	
BGIOSGA010956-PA.faa	-	BGIOSGA010956-PA	-	
BGIOSGA010955-PA.faa	-	BGIOSGA010955-PA	ONIVA03G14460.1	
Os03t0286500-01.faa	Os03t0286500-01	-	ONIVA03G14450.1	
BGIOSGA010955-PA.faa	-	BGIOSGA010955-PA	ONIVA03G14460.1	
Os03t0286800-01.faa	Os03t0286800-01	BGIOSGA012377-PA	ONIVA03G14470.1	
ONIVA03G14480.1.faa	-	-	ONIVA03G14480.1	
Os03t0286900-01.faa	Os03t0286900-01	BGIOSGA010954-PA	ONIVA03G14490.1	
BGIOSGA010953-PA.faa	-	BGIOSGA010953-PA	ONIVA03G14500.3	
BGIOSGA010953-PA.faa	-	BGIOSGA010953-PA	ONIVA03G14500.3	
Os03t0287100-01.faa	Os03t0287100-01	-	-	
Os03t0287400-01.faa	Os03t0287400-01	BGIOSGA010952-PA	ONIVA03G14510.1	
BGIOSGA012378-PA.faa	-	BGIOSGA012378-PA	ONIVA03G14520.1	
BGIOSGA012378-PA.faa	-	BGIOSGA012378-PA	ONIVA03G14520.1	
Os03t0287500-00.faa	Os03t0287500-00	-	-	
Os03t0287600-00.faa	Os03t0287600-00	-	-	
Os03t0287700-01.faa	Os03t0287700-01	-	-	
Os03t0287750-00.faa	Os03t0287750-00	-	-	
Os03t0287800-00.faa	Os03t0287800-00	BGIOSGA012379-PA	ONIVA03G14530.1	
Os03t0287900-01.faa	Os03t0287900-01	BGIOSGA010951-PA	ONIVA03G14540.1	
ONIVA03G14550.1.faa	-	-	ONIVA03G14550.1	
Os03t0288000-01.faa	Os03t0288000-01	BGIOSGA012380-PA	ONIVA03G14560.1	
BGIOSGA010950-PA.faa	-	BGIOSGA010950-PA	ONIVA03G14570.1	
ONIVA03G14580.1.faa	-	-	ONIVA03G14580.1	
ONIVA03G14590.1.faa	-	-	ONIVA03G14590.1	
BGIOSGA010950-PA.faa	-	BGIOSGA010950-PA	ONIVA03G14570.1	
Os03t0288051-00.faa	Os03t0288051-00	-	-	
Os03t0288101-01.faa	Os03t0288101-01	-	-	
Os03t0288300-01.faa	Os03t0288300-01	BGIOSGA012381-PA	ONIVA03G14600.1	
ONIVA03G14610.1.faa	-	-	ONIVA03G14610.1	
Os03t0288400-01.faa	Os03t0288400-01	BGIOSGA012382-PA	-	
Os03t0288500-01.faa	Os03t0288500-01	BGIOSGA012383-PA	-	
Os03t0288600-01.faa	Os03t0288600-01	BGIOSGA012384-PA	ONIVA03G14620.2	
Os03t0288700-01.faa	Os03t0288700-01	BGIOSGA010949-PA	ONIVA03G14630.1	
Os03t0288800-01.faa	Os03t0288800-01	BGIOSGA012385-PA	ONIVA03G14640.1	
ONIVA03G14650.1.faa	-	-	ONIVA03G14650.1	
Os03t0288900-01.faa	Os03t0288900-01	BGIOSGA012386-PA	-	
Os03t0289100-02.faa	Os03t0289100-02	BGIOSGA012387-PA	ONIVA03G14660.1	
Os03t0289200-01.faa	Os03t0289200-01	BGIOSGA012388-PA	ONIVA03G14670.1	
Os03t0289300-00.faa	Os03t0289300-00	BGIOSGA012389-PA	ONIVA03G14680.1	
Os03t0289350-00.faa	Os03t0289350-00	-	-	
Os03t0289400-00.faa	Os03t0289400-00	BGIOSGA012390-PA	-	
BGIOSGA012391-PA.faa	-	BGIOSGA012391-PA	-	
Os03t0289800-01.faa	Os03t0289800-01	BGIOSGA010948-PA,BGIOSGA010947-PA	ONIVA03G14690.1	
BGIOSGA012392-PA.faa	-	BGIOSGA012392-PA	ONIVA03G14700.1	
BGIOSGA012392-PA.faa	-	BGIOSGA012392-PA	ONIVA03G14700.1	
BGIOSGA010946-PA.faa	-	BGIOSGA010946-PA	-	
BGIOSGA012393-PA.faa	-	BGIOSGA012393-PA	-	
Os03t0289850-01.faa	Os03t0289850-01	-	-	
Os03t0290300-01.faa	Os03t0290300-01	BGIOSGA010945-PA	ONIVA03G14710.1	
ONIVA03G14720.1.faa	-	-	ONIVA03G14720.1	
Os03t0290400-00.faa	Os03t0290400-00	-	-	
Os03t0290500-01.faa	Os03t0290500-01	BGIOSGA010944-PA	ONIVA03G14730.1	
ONIVA03G14740.1.faa	-	-	ONIVA03G14740.1	
BGIOSGA010943-PA.faa	-	BGIOSGA010943-PA	ONIVA03G14750.1	
BGIOSGA010943-PA.faa	-	BGIOSGA010943-PA	ONIVA03G14750.1	
Os03t0290900-01.faa	Os03t0290900-01	BGIOSGA012394-PA	ONIVA03G14760.1	
ONIVA03G14770.1.faa	-	-	ONIVA03G14770.1	
BGIOSGA012395-PA.faa	-	BGIOSGA012395-PA	-	
Os03t0291200-01.faa	Os03t0291200-01	BGIOSGA012396-PA	ONIVA03G14780.1	
Os03t0291500-01.faa	Os03t0291500-01	BGIOSGA010942-PA	ONIVA03G14790.1	
BGIOSGA010941-PA.faa	-	BGIOSGA010941-PA	-	
Os03t0291700-01.faa	Os03t0291700-01	-	-	
Os03t0291800-01.faa	Os03t0291800-01	BGIOSGA012397-PA	ONIVA03G14800.1	
Os03t0292100-01.faa	Os03t0292100-01	BGIOSGA012398-PA	ONIVA03G14810.1	
