source:Brassicaceae/arabidopsisthaliana_Brassicaceae_algEnsemblCompara	arabidopsis_thaliana	arabidopsis_lyrata	brassica_rapa	brassica_oleracea	brassica_napus	arabidopsis_halleri	
AT2G01950.1.faa	1	1	2	1	2	1	
AT2G01960.1.faa	1	1	0	0	0	0	
AT2G01970.1.faa	1	1	2	3	4	1	
AT2G01980.1.faa	1	1	1	1	2	1	
AT2G01990.2.faa	1	1	1	1	2	1	
AT2G02000.1.faa	1	0	0	1	1	1	
AT2G02010.2.faa	1	1	2	1	3	1	
AT2G02020.1.faa	1	1	1	1	2	1	
AT2G02030.1.faa	2	1	3	5	8	2	
AT2G02040.1.faa	1	1	2	2	4	1	
AT2G02050.1.faa	1	1	2	1	3	1	
AT2G02060.1.faa	1	1	2	3	5	1	
AT2G02061.1.faa	1	0	1	1	3	1	
AT2G02070.2.faa	1	1	3	3	5	1	
AT2G02080.3.faa	1	1	2	2	4	1	
AT2G02090.1.faa	1	1	1	1	2	1	
AT2G02100.1.faa	1	0	0	0	0	1	
AT2G02120.1.faa	1	0	0	0	0	1	
AT2G02130.1.faa	1	1	2	1	3	1	
AT2G02140.1.faa	1	1	0	1	2	0	
AT2G02147.1.faa	1	1	0	0	0	0	
AT2G02148.3.faa	1	0	1	1	2	1	
AT2G02150.1.faa	1	1	1	1	2	1	
AT2G02160.1.faa	1	1	0	0	0	0	
AT2G02170.2.faa	1	1	2	2	4	1	
AT2G02180.1.faa	1	2	2	2	4	1	
AT2G02220.1.faa	1	1	1	2	3	2	
AT2G02230.1.faa	1	1	5	4	8	1	
AT2G02240.1.faa	1	1	1	1	2	1	
AT2G02250.1.faa	1	1	3	3	6	1	
AT2G02310.1.faa	1	1	1	1	3	0	
AT2G02340.1.faa	1	1	0	0	0	1	
AT2G02350.2.faa	1	1	0	0	0	1	
AT2G02360.1.faa	1	1	0	1	1	0	
AT2G02370.3.faa	1	1	0	0	2	0	
AT2G02380.1.faa	1	1	1	0	0	1	
AT2G02390.3.faa	1	1	1	2	4	1	
AT2G02400.1.faa	1	1	1	1	2	1	
AT2G02410.6.faa	1	1	1	1	2	2	
AT2G02450.2.faa	1	0	0	0	0	1	
AT2G02470.1.faa	1	1	2	2	5	1	
AT2G02480.2.faa	1	1	2	2	4	1	
AT2G02490.1.faa	1	0	0	0	0	1	
AT2G02498.1.faa	1	1	0	0	0	0	
AT2G02500.1.faa	1	1	1	1	2	1	
AT2G02510.1.faa	1	1	1	1	2	1	
AT2G02515.1.faa	1	1	1	0	1	1	
AT2G02520.1.faa	1	0	0	0	0	1	
AT2G02540.2.faa	1	1	1	1	2	0	
AT2G02560.1.faa	1	1	2	2	4	1	
AT2G02570.2.faa	1	1	2	1	4	1	
AT2G02580.1.faa	1	1	2	2	3	1	
AT2G02590.1.faa	1	1	2	2	4	1	
AT2G02610.1.faa	2	0	0	0	0	1	
AT2G02620.1.faa	2	0	0	0	0	1	
AT2G02660.1.faa	6	1	1	2	2	1	
AT2G02710.1.faa	1	1	1	1	2	1	
AT2G02720.1.faa	1	1	3	3	6	1	
AT2G02730.1.faa	1	1	1	2	4	1	
AT2G02740.1.faa	1	1	1	1	2	1	
AT2G02750.1.faa	1	1	1	1	2	1	
AT2G02760.2.faa	1	1	3	1	5	1	
AT2G02765.1.faa	1	0	0	0	0	1	
AT2G02780.1.faa	1	1	1	1	2	1	
AT2G02790.1.faa	1	1	3	3	7	1	
AT2G02800.1.faa	1	1	2	2	4	1	
AT2G02810.1.faa	1	1	1	1	2	1	
AT2G02820.2.faa	1	1	2	2	4	1	
AT2G02850.1.faa	1	1	2	2	4	1	
AT2G02860.1.faa	1	1	2	2	5	1	
AT2G02870.1.faa	1	1	3	2	6	1	
AT2G02880.1.faa	1	1	1	1	2	1	
AT2G02910.2.faa	1	1	1	1	2	1	
AT2G02930.1.faa	1	1	0	0	0	1	
AT2G02950.1.faa	1	1	3	3	6	1	
AT2G02955.1.faa	1	1	1	1	2	1	
AT2G02960.5.faa	1	1	1	1	2	1	
AT2G02970.1.faa	1	1	1	1	2	1	
AT2G02980.1.faa	1	1	1	1	2	1	
AT2G02990.1.faa	1	1	2	2	4	1	
AT2G03030.1.faa	2	1	1	1	4	1	
AT2G03040.1.faa	2	1	2	4	5	1	
AT2G03050.2.faa	1	1	1	1	2	1	
AT2G03060.2.faa	1	1	2	2	4	1	
AT2G03070.1.faa	1	1	2	2	4	1	
AT2G03090.1.faa	1	1	2	2	4	1	
AT2G03110.1.faa	1	1	1	1	2	1	
AT2G03120.1.faa	1	1	3	3	8	2	
AT2G03130.1.faa	1	1	0	0	0	0	
AT2G03140.12.faa	1	1	1	1	2	0	
AT2G03150.1.faa	1	1	1	1	3	1	
AT2G03170.1.faa	1	1	0	0	0	1	
AT2G03190.1.faa	1	1	0	0	0	1	
AT2G03200.1.faa	1	1	2	2	4	1	
AT2G03210.2.faa	1	1	1	1	2	0	
AT2G03220.1.faa	1	1	1	1	2	1	
AT2G03240.1.faa	1	0	3	4	6	1	
AT2G03230.1.faa	1	1	0	0	0	1	
AT2G03250.1.faa	1	0	1	1	2	1	
AT2G03260.1.faa	1	0	1	1	2	1	
AT2G03270.1.faa	1	0	1	1	2	1	
AT2G03280.2.faa	1	1	1	1	2	1	
AT2G03310.1.faa	1	1	0	1	4	1	
AT2G03320.1.faa	1	1	0	0	0	0	
AT2G03340.1.faa	1	1	2	3	4	1	
AT2G03350.1.faa	1	1	2	2	4	1	
AT2G03360.2.faa	1	0	1	2	4	1	
AT2G03370.2.faa	1	1	1	0	0	1	
AT2G03380.1.faa	1	2	1	1	2	1	
AT2G03390.4.faa	1	2	1	1	2	1	
AT2G03420.1.faa	1	1	2	2	4	1	
AT2G03410.1.faa	1	1	1	1	2	1	
AT2G03430.1.faa	1	0	1	1	2	1	
AT2G03440.1.faa	1	1	2	2	4	1	
AT2G03450.1.faa	1	1	1	1	2	1	
AT2G03460.1.faa	1	1	0	0	0	1	
AT2G03470.1.faa	1	1	1	1	2	1	
AT2G03480.1.faa	1	1	3	3	6	1	
AT2G03500.1.faa	1	1	2	2	4	1	
AT2G03505.1.faa	1	1	1	1	3	0	
AT2G03510.1.faa	1	1	1	2	3	1	
AT2G03520.1.faa	1	1	1	2	3	1	
AT2G03530.4.faa	1	1	0	0	0	1	
AT2G03550.1.faa	1	1	1	1	1	1	
AT2G03560.1.faa	1	1	0	0	0	1	
AT2G03590.1.faa	1	1	2	2	4	0	
AT2G03600.4.faa	1	1	1	0	1	0	
AT2G03620.2.faa	1	1	1	1	3	1	
AT2G03630.1.faa	1	1	0	0	2	1	
AT2G03640.4.faa	1	1	1	1	2	1	
AT2G03667.1.faa	1	1	1	1	1	1	
AT2G03670.1.faa	1	1	1	1	3	1	
AT2G03680.2.faa	1	1	3	2	6	1	
AT2G03690.1.faa	1	2	2	1	4	2	
AT2G03710.1.faa	1	1	3	3	6	1	
AT2G03720.2.faa	1	1	2	2	4	1	
AT2G03730.2.faa	1	1	2	2	6	1	
AT2G03740.1.faa	1	1	1	1	2	1	
AT2G03750.1.faa	1	1	3	4	7	1	
AT2G03760.1.faa	1	1	5	2	6	1	
AT2G03770.1.faa	1	1	0	0	0	1	
AT2G03780.1.faa	1	1	0	2	3	1	
AT2G03800.2.faa	1	2	2	2	5	1	
AT2G03810.4.faa	1	1	2	2	5	1	
AT2G03820.1.faa	1	1	2	4	3	1	
AT2G03830.1.faa	1	1	1	3	4	0	
AT2G03840.1.faa	1	2	1	1	2	1	
AT2G03850.1.faa	1	1	1	1	2	1	
AT2G03870.2.faa	1	1	1	4	4	1	
AT2G03880.1.faa	1	1	1	1	1	1	
AT2G03890.1.faa	1	1	1	1	2	1	
AT2G03913.1.faa	1	1	0	1	1	0	
AT2G03931.1.faa	2	1	0	0	1	0	
AT2G03980.2.faa	1	1	3	2	4	1	
AT2G04020.2.faa	1	1	0	1	1	1	
AT2G04025.1.faa	1	1	1	1	2	1	
AT2G04030.1.faa	1	1	3	3	7	1	
AT2G04032.1.faa	1	1	0	0	0	1	
AT2G04034.1.faa	2	1	0	0	5	0	
AT2G04031.1.faa	1	1	0	0	0	0	
AT2G04037.1.faa	1	2	0	0	0	0	
AT2G04041.1.faa	1	2	0	0	0	0	
AT2G04045.1.faa	1	2	0	0	2	0	
AT2G04046.1.faa	1	1	1	1	2	0	
AT2G04038.1.faa	1	1	3	3	6	1	
AT2G04039.3.faa	1	1	1	0	4	1	
AT2G04040.1.faa	1	1	1	1	1	1	
AT2G04050.1.faa	1	1	0	0	0	1	
AT2G04060.1.faa	2	1	0	1	1	1	
AT2G04063.1.faa	1	1	0	0	0	0	
AT2G04066.1.faa	2	1	0	0	1	1	
AT2G04070.1.faa	1	1	1	1	2	1	
AT2G04090.1.faa	1	1	1	1	2	1	
AT2G04100.1.faa	1	1	0	0	0	1	
AT2G04115.1.faa	1	0	1	4	7	0	
AT2G04160.1.faa	1	1	1	1	2	1	
AT2G04170.1.faa	1	3	1	0	0	1	
AT2G04220.1.faa	1	1	1	1	2	1	
AT2G04230.1.faa	1	1	1	0	0	3	
AT2G04235.1.faa	1	1	1	1	2	1	
AT2G04240.2.faa	1	1	2	1	5	1	
AT2G04270.5.faa	1	1	1	1	2	1	
AT2G04280.1.faa	1	1	1	1	2	1	
AT2G04305.1.faa	1	1	1	1	2	1	
AT2G04340.1.faa	1	1	2	1	3	1	
AT2G04350.1.faa	1	1	1	1	2	1	
AT2G04360.2.faa	1	1	2	1	2	1	
AT2G04395.1.faa	2	1	1	1	2	1	
AT2G04400.1.faa	1	1	1	1	2	1	
AT2G04410.1.faa	1	0	1	1	2	1	
AT2G04425.1.faa	1	1	0	1	2	0	
AT2G04430.1.faa	1	1	0	1	1	1	
AT2G04440.1.faa	1	1	0	0	0	1	
AT2G04450.1.faa	1	1	0	0	0	1	
AT2G04480.1.faa	1	1	1	1	3	1	
AT2G04495.1.faa	2	1	1	0	3	1	
AT2G04520.1.faa	1	1	1	1	1	1	
AT2G04530.1.faa	1	1	1	1	3	1	
AT2G04540.1.faa	1	1	1	1	2	1	
AT2G04550.1.faa	1	1	1	2	4	1	
AT2G04560.1.faa	1	1	1	1	2	1	
AT2G04570.1.faa	1	1	1	1	2	1	
AT2G04620.1.faa	1	1	1	0	1	1	
AT2G04622.1.faa	1	1	0	0	0	0	
AT2G04630.1.faa	1	1	0	0	1	1	
AT2G04650.1.faa	1	1	1	1	2	1	
AT2G04660.1.faa	1	1	2	2	3	1	
AT2G04690.5.faa	1	1	1	1	2	1	
AT2G04700.1.faa	1	1	1	1	2	1	
AT2G04740.1.faa	1	1	1	1	2	1	
AT2G04750.1.faa	1	1	1	1	2	1	
AT2G04780.2.faa	1	1	1	1	2	1	
AT2G04790.10.faa	1	1	1	2	3	1	
AT2G04795.1.faa	1	1	1	1	2	1	
AT2G04800.2.faa	1	0	2	3	3	1	
AT2G04810.1.faa	1	1	1	1	0	1	
AT2G04830.1.faa	1	0	0	0	1	0	
AT2G04840.1.faa	1	1	0	0	0	0	
AT2G04842.1.faa	1	1	1	1	2	1	
AT2G04845.1.faa	1	1	1	1	2	1	
AT2G04850.1.faa	1	1	1	0	2	1	
AT2G04860.1.faa	1	1	1	1	2	1	
AT2G04865.2.faa	1	0	0	1	2	0	
AT2G04880.1.faa	1	1	1	1	2	1	
AT2G04890.1.faa	1	1	1	1	2	1	
AT2G04900.1.faa	1	1	1	1	2	1	
AT2G04910.1.faa	1	1	0	1	3	0	
AT2G04920.1.faa	1	2	1	0	1	1	
AT2G04930.1.faa	1	1	1	0	0	0	
AT2G04940.1.faa	1	1	1	1	2	1	
AT2G05060.1.faa	1	1	1	0	0	1	
AT2G05070.1.faa	2	1	1	1	2	1	
AT2G05120.2.faa	1	1	1	1	2	1	
AT2G05160.2.faa	1	1	2	2	4	1	
AT2G05170.1.faa	1	1	1	1	2	1	
AT2G05180.1.faa	1	0	1	2	2	1	
AT2G05230.1.faa	2	1	1	1	2	1	
AT2G05260.1.faa	1	1	1	1	2	1	
AT2G05320.1.faa	1	1	1	1	2	1	
AT2G05330.1.faa	1	0	1	0	0	2	
AT2G05335.1.faa	1	1	0	0	0	0	
AT2G05360.1.faa	2	1	0	1	1	1	
AT2G05370.1.faa	1	0	0	0	1	0	
AT2G05380.3.faa	1	1	2	1	2	1	
AT2G05400.3.faa	1	3	1	1	2	0	
AT2G05420.1.faa	1	1	0	0	0	0	
AT2G05430.1.faa	1	2	1	1	2	2	
AT2G05520.1.faa	1	1	0	0	1	1	
AT2G05530.1.faa	1	1	1	1	2	2	
AT2G05540.1.faa	1	1	1	0	2	0	
AT2G05580.1.faa	1	0	0	1	1	0	
AT2G05590.2.faa	1	1	1	1	3	1	
AT2G05620.2.faa	1	1	1	0	3	1	
AT2G05630.2.faa	1	1	1	1	2	1	
AT2G05642.1.faa	1	1	0	0	0	0	
AT2G05710.1.faa	1	1	2	2	5	1	
AT2G05720.1.faa	1	1	1	1	2	1	
AT2G05755.1.faa	1	1	0	0	0	1	
AT2G05760.1.faa	1	1	1	2	3	1	
AT2G05790.1.faa	1	1	1	1	2	1	
AT2G05810.1.faa	1	1	0	0	0	1	
AT2G05830.1.faa	1	1	1	1	3	1	
AT2G05840.1.faa	1	1	2	2	4	1	
AT2G05850.1.faa	1	1	0	0	0	1	
AT2G05900.1.faa	1	1	0	0	0	1	
AT2G05910.1.faa	1	1	1	1	2	1	
AT2G05920.1.faa	1	1	1	1	2	1	
AT2G05940.1.faa	1	1	1	1	2	1	
AT2G05970.1.faa	1	0	1	1	2	1	
AT2G05990.1.faa	1	1	2	1	4	1	
AT2G06000.1.faa	1	1	1	1	2	1	
AT2G06005.1.faa	1	1	1	0	0	0	
AT2G06010.1.faa	1	1	1	1	2	1	
AT2G06020.1.faa	1	2	1	0	2	0	
AT2G06025.1.faa	1	1	1	1	2	1	
AT2G06040.1.faa	1	1	1	1	3	1	
AT2G06050.1.faa	1	1	1	1	2	1	
AT2G06090.1.faa	1	2	0	0	0	0	
AT2G06200.2.faa	1	1	1	0	2	1	
AT2G06255.1.faa	1	1	0	0	0	1	
AT2G06420.1.faa	1	0	0	1	1	0	
AT2G06510.1.faa	1	1	0	1	2	1	
AT2G06520.1.faa	1	1	0	2	4	1	
AT2G06530.1.faa	1	1	1	1	2	1	
AT2G06555.1.faa	1	6	0	0	0	5	
AT2G06667.1.faa	1	1	0	0	0	0	
AT2G06850.1.faa	1	1	1	1	2	1	
AT2G06925.1.faa	1	1	1	1	2	1	
AT2G06960.1.faa	1	1	1	1	1	0	
AT2G06983.1.faa	1	1	0	0	0	0	
AT2G06990.1.faa	1	1	1	1	2	1	
AT2G07020.1.faa	1	1	1	1	2	1	
AT2G07040.1.faa	1	1	1	1	2	1	
AT2G07050.1.faa	1	1	2	2	4	1	
AT2G07110.1.faa	1	12	0	0	0	0	
AT2G07170.1.faa	1	1	0	1	2	1	
AT2G07180.1.faa	1	1	2	2	5	1	
AT2G07190.1.faa	1	6	0	4	0	2	
AT2G07200.1.faa	1	0	0	0	0	1	
AT2G07340.1.faa	1	1	1	1	2	1	
AT2G07360.2.faa	1	1	2	2	3	1	
AT2G07505.1.faa	1	1	0	2	0	0	
AT2G07560.1.faa	1	0	1	1	2	1	
AT2G07565.1.faa	1	0	0	0	4	0	
AT2G07671.1.faa	1	0	0	0	3	1	
AT2G07779.1.faa	1	1	0	0	0	0	
AT2G07621.1.faa	1	1	0	2	5	0	
AT2G07669.1.faa	1	1	0	0	0	0	
AT2G07772.1.faa	1	1	0	0	0	0	
AT2G07629.1.faa	1	1	0	0	0	0	
AT2G07692.1.faa	1	0	0	0	0	1	
AT2G07785.1.faa	1	0	0	0	2	0	
AT2G07698.1.faa	1	0	0	0	2	0	
AT2G07667.1.faa	1	0	0	0	1	0	
AT2G07714.1.faa	1	1	0	0	0	0	
AT2G07815.1.faa	1	0	0	0	2	0	
AT2G07734.1.faa	1	0	0	0	1	0	
AT2G07787.1.faa	1	0	0	0	1	0	
AT2G07659.1.faa	1	1	0	0	0	0	
AT2G07795.1.faa	1	0	0	1	2	0	
AT2G07741.1.faa	1	0	0	0	1	0	
AT2G07680.3.faa	1	1	1	1	2	0	
AT2G07690.1.faa	1	1	1	2	2	2	
AT2G07750.1.faa	1	2	1	1	1	1	
AT2G07760.1.faa	1	0	0	0	2	3	
AT2G09970.1.faa	2	1	2	2	4	1	
AT2G10260.1.faa	1	2	0	0	0	4	
AT2G10440.1.faa	1	1	3	3	6	1	
AT2G10535.1.faa	1	1	0	0	0	0	
AT2G10940.2.faa	1	1	1	1	2	2	
AT2G10950.2.faa	1	0	0	0	0	2	
AT2G10970.1.faa	1	1	1	1	2	2	
AT2G10975.1.faa	1	0	0	2	0	0	
AT2G11000.1.faa	1	1	1	1	3	3	
AT2G11035.1.faa	1	1	0	2	3	5	
AT2G11520.1.faa	1	1	2	2	4	1	
AT2G11810.1.faa	1	1	1	1	2	2	
AT2G11890.1.faa	1	1	1	1	2	1	
AT2G11910.1.faa	1	1	2	2	4	1	
AT2G12190.1.faa	3	1	0	1	3	1	
AT2G12400.1.faa	1	1	2	2	4	1	
AT2G12462.1.faa	1	1	1	1	2	1	
AT2G12465.1.faa	1	0	0	1	1	0	
AT2G12475.1.faa	1	3	0	1	1	0	
AT2G12480.3.faa	1	1	4	4	7	1	
AT2G12550.1.faa	1	1	1	1	2	1	
AT2G12646.1.faa	1	2	2	2	4	1	
AT2G12900.1.faa	1	1	0	0	0	1	
AT2G13100.4.faa	1	1	3	1	8	1	
AT2G13105.1.faa	1	2	0	0	0	0	
AT2G13290.1.faa	1	1	1	1	3	1	
AT2G13295.1.faa	1	1	0	1	1	0	
AT2G13350.1.faa	1	1	2	2	5	1	
AT2G13360.1.faa	1	1	2	2	4	1	
AT2G13370.2.faa	1	1	1	1	2	1	
AT2G13440.1.faa	1	1	1	2	3	1	
AT2G13540.1.faa	1	1	1	2	2	1	
AT2G13542.1.faa	1	1	0	0	0	0	
AT2G13560.1.faa	1	1	1	1	2	1	
AT2G13570.1.faa	1	1	2	2	4	0	
AT2G13600.1.faa	1	1	1	1	2	1	
AT2G13610.1.faa	1	1	1	1	2	1	
AT2G13620.1.faa	1	1	2	2	5	1	
AT2G13650.1.faa	1	1	1	0	2	1	
AT2G13680.1.faa	1	1	1	1	2	0	
AT2G13690.1.faa	1	1	0	1	1	1	
AT2G13720.1.faa	1	1	0	0	0	0	
AT2G13790.1.faa	1	1	2	2	4	1	
AT2G13800.3.faa	1	1	2	0	1	0	
AT2G13810.1.faa	1	1	2	1	3	1	
AT2G13820.3.faa	1	1	1	0	2	1	
AT2G13840.1.faa	1	1	1	1	2	1	
AT2G14045.4.faa	1	1	1	1	2	1	
AT2G14050.1.faa	1	1	1	1	2	1	
AT2G14060.1.faa	1	1	1	1	2	0	
AT2G14095.1.faa	1	1	1	1	2	1	
AT2G14110.1.faa	1	1	1	1	2	1	
AT2G14120.3.faa	1	1	0	0	0	1	
AT2G14160.1.faa	1	2	0	0	0	1	
AT2G14170.1.faa	1	1	1	1	2	1	
AT2G14210.2.faa	1	0	1	1	2	1	
AT2G14247.1.faa	1	1	1	1	2	1	
AT2G14255.1.faa	1	1	1	1	3	1	
AT2G14282.1.faa	1	1	0	0	0	0	
AT2G14285.1.faa	1	1	0	0	0	1	
AT2G14288.1.faa	1	0	0	0	1	0	
AT2G14365.1.faa	2	1	0	1	2	0	
AT2G14440.1.faa	1	0	1	1	1	2	
AT2G14500.1.faa	1	1	0	0	0	1	
AT2G14510.2.faa	1	0	1	0	0	1	
AT2G14520.1.faa	1	1	1	1	3	1	
AT2G14530.1.faa	1	1	1	2	3	1	
AT2G14540.1.faa	1	1	1	2	3	7	
AT2G14560.3.faa	1	0	0	0	0	1	
AT2G14580.1.faa	1	1	0	0	1	1	
AT2G14610.1.faa	1	0	0	1	1	2	
AT2G14620.1.faa	1	1	1	1	1	1	
AT2G14660.1.faa	1	1	1	1	2	1	
AT2G14670.1.faa	1	1	0	0	0	0	
AT2G14680.2.faa	1	1	1	1	2	1	
AT2G14690.1.faa	1	1	1	1	3	1	
AT2G14695.1.faa	1	1	0	1	2	0	
AT2G14710.1.faa	1	2	4	1	3	4	
AT2G14720.1.faa	1	1	2	1	1	2	
AT2G14740.1.faa	1	1	0	1	3	0	
AT2G14750.1.faa	1	1	2	2	4	1	
AT2G14755.1.faa	1	1	1	2	4	0	
AT2G14760.3.faa	1	1	1	1	2	1	
AT2G14820.2.faa	1	0	1	1	3	1	
AT2G14825.1.faa	1	0	1	1	2	1	
AT2G14830.1.faa	1	2	1	1	2	1	
AT2G14835.2.faa	1	1	2	3	5	1	
AT2G14846.1.faa	1	0	0	1	0	0	
AT2G14850.1.faa	1	1	2	2	2	1	
AT2G14860.1.faa	1	1	2	4	4	1	
AT2G14870.1.faa	1	1	0	0	0	1	
AT2G14880.1.faa	1	1	1	0	0	1	
AT2G14890.1.faa	1	1	3	2	5	1	
AT2G14900.1.faa	1	1	2	2	4	1	
AT2G14910.1.faa	1	1	1	1	2	1	
AT2G14920.1.faa	2	1	1	1	2	1	
AT2G14960.1.faa	1	1	1	1	2	1	
AT2G15000.7.faa	1	1	2	2	4	1	
AT2G15010.1.faa	1	1	0	0	0	0	
AT2G15020.1.faa	1	1	1	1	2	1	
AT2G15025.1.faa	1	2	0	0	0	2	
AT2G15042.1.faa	1	0	1	1	2	1	
AT2G15050.1.faa	1	1	1	0	1	0	
AT2G15080.1.faa	1	0	0	0	0	1	
AT2G15090.1.faa	1	1	1	1	1	1	
AT2G15130.1.faa	1	0	0	0	0	1	
AT2G15220.1.faa	1	1	1	1	2	1	
AT2G15230.1.faa	1	1	1	1	2	1	
AT2G15240.1.faa	1	1	2	2	5	1	
AT2G15260.1.faa	1	2	0	0	0	1	
AT2G15270.1.faa	1	1	1	1	2	1	
AT2G15280.1.faa	1	1	1	1	2	1	
AT2G15290.1.faa	1	1	2	2	4	1	
AT2G15300.1.faa	1	1	1	1	2	1	
AT2G15310.1.faa	1	1	1	1	2	1	
AT2G15320.1.faa	1	1	1	1	2	1	
AT2G15325.1.faa	1	1	0	0	0	0	
AT2G15340.1.faa	1	1	0	0	0	1	
AT2G15345.1.faa	1	1	1	1	2	0	
AT2G15350.1.faa	2	1	1	0	1	1	
AT2G15390.2.faa	1	1	1	2	1	1	
AT2G15400.1.faa	1	1	1	1	1	2	
AT2G15430.1.faa	1	1	1	1	4	1	
AT2G15440.1.faa	1	1	2	2	4	1	
AT2G15450.1.faa	3	0	1	1	4	1	
AT2G15480.2.faa	1	1	3	3	6	1	
AT2G15490.1.faa	1	1	0	0	0	1	
AT2G15530.4.faa	1	1	2	2	4	1	
AT2G15535.1.faa	1	1	0	0	0	0	
AT2G15560.1.faa	1	1	1	1	2	1	
AT2G15570.2.faa	1	1	1	1	2	2	
AT2G15580.1.faa	1	1	3	3	3	1	
AT2G15590.2.faa	1	1	1	1	2	1	
AT2G15610.1.faa	1	1	0	0	0	1	
AT2G15620.1.faa	1	1	2	2	5	1	
AT2G15630.1.faa	1	1	1	1	2	1	
AT2G15660.1.faa	1	0	1	1	2	3	
AT2G15680.1.faa	1	0	1	1	2	1	
AT2G15690.1.faa	1	1	2	2	3	1	
AT2G15730.1.faa	1	1	2	2	4	1	
AT2G15740.1.faa	1	1	0	0	0	0	
AT2G15760.1.faa	1	1	1	2	3	1	
AT2G15770.1.faa	1	0	1	1	2	1	
AT2G15780.1.faa	1	1	1	2	1	1	
AT2G15790.1.faa	1	0	1	1	2	1	
AT2G15820.1.faa	1	1	1	1	2	1	
AT2G15830.1.faa	1	1	2	2	4	1	
AT2G15860.2.faa	1	1	2	2	4	1	
AT2G15880.1.faa	1	1	2	1	3	1	
AT2G15890.1.faa	1	1	1	1	2	1	
AT2G15900.1.faa	1	1	2	1	3	1	
AT2G15910.1.faa	1	1	1	1	3	1	
AT2G15960.1.faa	1	1	2	2	2	1	
AT2G15970.1.faa	1	0	2	2	4	1	
AT2G15980.1.faa	1	0	1	1	2	1	
AT2G16005.1.faa	1	0	1	2	3	1	
AT2G16050.1.faa	1	0	1	1	3	1	
AT2G16060.1.faa	1	0	1	3	1	1	
AT2G16070.2.faa	1	0	3	3	6	1	
AT2G16090.1.faa	1	1	1	1	2	1	
AT2G16120.1.faa	1	1	2	1	4	1	
AT2G16130.1.faa	1	1	1	2	0	1	
AT2G16190.1.faa	1	1	1	1	0	1	
AT2G16210.1.faa	1	1	0	0	0	1	
AT2G16225.1.faa	1	1	0	0	0	0	
AT2G16230.1.faa	1	1	1	1	2	1	
AT2G16250.1.faa	1	1	2	2	6	1	
AT2G16270.1.faa	1	1	1	1	2	1	
AT2G16280.1.faa	1	1	2	3	5	1	
AT2G16300.1.faa	1	1	0	0	0	0	
AT2G16365.3.faa	1	1	2	2	4	1	
AT2G16360.1.faa	1	0	0	3	1	1	
AT2G16370.1.faa	1	1	1	1	2	1	
AT2G16380.1.faa	1	1	0	0	0	1	
AT2G16390.2.faa	1	1	1	1	2	1	
AT2G16400.1.faa	1	1	3	1	4	1	
AT2G16405.1.faa	1	1	1	1	2	1	
AT2G16430.2.faa	1	1	2	4	6	1	
AT2G16440.1.faa	1	1	1	1	2	1	
AT2G16450.1.faa	1	0	0	0	0	1	
AT2G16460.1.faa	1	1	1	1	2	1	
AT2G16485.1.faa	1	0	0	0	0	1	
AT2G16500.1.faa	1	1	0	0	0	1	
AT2G16505.1.faa	2	1	0	4	1	0	
AT2G16510.1.faa	1	1	1	1	0	1	
AT2G16520.1.faa	1	1	0	0	0	0	
AT2G16530.3.faa	2	0	2	3	8	0	
AT2G16570.1.faa	1	1	1	1	2	1	
AT2G16580.1.faa	1	1	1	2	2	1	
AT2G16594.1.faa	1	1	0	0	0	0	
AT2G16595.1.faa	1	1	1	1	4	1	
AT2G16600.1.faa	1	1	1	1	2	1	
AT2G16620.1.faa	1	1	0	0	0	0	
AT2G16630.1.faa	1	1	2	2	4	1	
AT2G16640.3.faa	1	1	0	1	1	1	
AT2G16650.1.faa	1	1	1	1	2	1	
AT2G16660.1.faa	1	1	2	3	4	1	
AT2G16700.1.faa	1	1	1	1	2	1	
AT2G16710.3.faa	1	1	2	2	4	1	
AT2G16720.1.faa	1	1	1	1	2	1	
AT2G16730.1.faa	1	1	2	2	4	1	
AT2G16740.1.faa	1	1	2	2	4	1	
AT2G16750.2.faa	1	1	2	2	4	1	
AT2G16760.1.faa	1	1	1	2	3	1	
AT2G16770.1.faa	1	1	2	2	4	1	
AT2G16780.1.faa	1	1	2	2	2	1	
AT2G16790.3.faa	1	1	1	1	2	1	
AT2G16800.1.faa	1	1	0	1	1	1	
AT2G16810.1.faa	1	1	1	1	2	2	
AT2G16850.1.faa	1	1	0	0	0	1	
AT2G16860.2.faa	1	1	1	1	2	1	
AT2G16870.1.faa	1	1	0	0	0	1	
AT2G16880.1.faa	1	1	1	1	2	1	
AT2G16890.2.faa	1	2	0	0	0	1	
AT2G16900.6.faa	1	1	2	2	4	1	
AT2G16910.1.faa	1	1	2	2	4	1	
AT2G16920.1.faa	1	0	1	2	2	0	
AT2G16940.2.faa	1	1	1	1	2	1	
AT2G16950.1.faa	1	1	3	3	6	1	
AT2G16960.1.faa	1	1	0	0	0	1	
AT2G16970.2.faa	1	0	1	1	1	0	
AT2G16980.4.faa	1	0	0	0	1	0	
AT2G16990.2.faa	1	1	1	2	4	1	
AT2G17000.1.faa	1	1	0	1	1	1	
AT2G17010.1.faa	1	1	2	2	3	0	
AT2G17020.1.faa	1	1	1	1	2	1	
AT2G17030.1.faa	1	1	0	1	1	1	
AT2G17033.2.faa	1	1	1	1	2	1	
AT2G17036.1.faa	1	1	0	0	0	0	
AT2G17040.1.faa	1	1	3	3	7	1	
AT2G17050.2.faa	1	0	0	1	1	0	
